Id,Category,Sentence
4761,1,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness ."
1719,1,Absolutely not .
11490,1,"Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times ."
11114,0,There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .
7288,2,Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .
1965,0,The Country Bears wastes an exceptionally good idea .
2338,1,A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .
5566,2,"With lesser talents , High Crimes would be entertaining , but forgettable ."
1106,3,"Diaz , Applegate , Blair and Posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused ."
7408,4,Beautifully produced .
3861,3,The Scorpion King is more fun than Conan the Barbarian .
7549,4,"A smart , sassy and exceptionally charming romantic comedy ."
10512,1,"`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something ."
9221,4,See it .
1661,0,"It 's super - violent , super-serious and super-stupid ."
7583,3,"An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema ."
8527,3,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions ."
9076,0,"Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture ."
5766,4,"Simply put , `` Far From Heaven '' is a masterpiece ."
5018,1,into How Long Is This Movie ?
7921,1,"Despite some strong performances , never rises above the level of a telanovela ."
9748,2,"In a strange way , Egoyan has done too much ."
3840,1,"Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- , but ultimately you 'll leave the theater wondering why these people mattered ."
8300,3,But it is entertaining on an inferior level .
1692,3,"But though he only scratches the surface , at least he provides a strong itch to explore more ."
1454,1,It should have stayed there .
7073,3,"Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them ."
3019,0,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament ."
6871,2,An unintentional parody of every teen movie made in the last five years .
2459,2,"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground ."
10368,1,"No matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a Michael Jackson sort of way ."
1748,2,"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive ."
4274,0,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve ."
623,2,His scenes are short and often unexpected .
3209,0,` This movie sucks . '
7598,2,"Even these tales of just seven children seem at times too many , although in reality they are not enough ."
3646,3,"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking ."
4690,3,"Cold , nervy and memorable ."
9972,1,A film that loses sight of its own story .
10266,4,"Enjoyably fast-moving , hard-hitting documentary ."
3171,1,None of this is half as moving as the filmmakers seem to think .
5837,1,"Lyne 's latest , the erotic thriller Unfaithful , further demonstrates just how far his storytelling skills have eroded ."
3100,1,"But this time , the old MIB label stands for Milder Is n't Better ."
2068,4,"What a concept , what an idea , what a thrill ride ."
4409,2,"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with ."
9847,1,... another example of how Sandler is losing his touch .
3751,1,More dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .
2412,0,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target ."
2309,1,Weird .
3842,1,"Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance ."
10198,3,Several of Steven Soderbergh 's earlier films were hailed as the works of an artist .
10117,3,"Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored ."
22,3,"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones ."
3397,3,Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .
10227,2,"There are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy ."
10312,3,"... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
4712,3,"Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !"
5656,2,It 's just plain boring .
10016,3,"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime ."
6943,0,... really horrible drek .
4885,2,Was I scared ?
322,3,"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year ."
8122,3,Mr. Scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .
8595,0,"... no charm , no laughs , no fun , no reason to watch ."
4908,3,One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .
4060,4,"Reassuring , retro uplifter ."
5455,1,A rehash of every gangster movie from the past decade .
9066,2,The central character is n't complex enough to hold our interest .
10876,1,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience ."
10104,2,"Well , they 're ` they ' ."
806,2,"If you adored The Full Monty so resoundingly that you 're dying to see the same old thing in a tired old setting , then this should keep you reasonably entertained ."
